device_description,vendor_id,product_id,manufacturer,location_id,usb_speed,power_mA,cpu_avg_percent,process_count,avg_process_runtime_sec,ftk_available,alt_usb_descriptor,source_type,cylinders,tracks_per_cylinder,sectors_per_track,bytes_per_sector,sector_count,drive_model,drive_interface,removable_drive,source_data_size_MB,keystroke_mean_ms,keystroke_std_ms,label
USB Mass Storage Device,058f,25a2,Generic,USB\ROOT_HUB#6806,12 Mbps,346,13.650412599318496,47,4743.148612485331,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1814.9809449079999,0.9710255528446643,0.9796988576797271,495.62746844501635,2523.119549175819,SD Card Reader,USB,TRUE,0.6225397383751456,0.3329172959231871,-0.3247029235531119,1
USB Input Device,046d,c077,SanDisk,USB\ROOT_HUB#1081,480 Mbps,105,14.790337718952859,42,43.96812082730639,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,19.735313020849794,-1.0935516362328914,-1.0298802105563316,-28.974766730399708,-86.53138933195362,Unknown,Unknown,Unknown,-1.03294689667602,168.5374767522938,52.27817729884607,1
USB Mass Storage Device,1058,25a2,Logitech,USB\ROOT_HUB#3019,12 Mbps,167,7.609819289227188,48,12217.087020133866,1,WD External HDD VID=1058 PID=25a2,Physical,2744.7180464469448,0.9924299658210888,0.9545866553129299,505.70223309326235,2267.667147385597,WD External HDD,USB,TRUE,1.0831923659076705,-0.7506983707942699,0.11810276668907571,0
USB Input Device,046d,c077,WD,USB\ROOT_HUB#5124,5 Gbps,289,4.471727530610127,39,1699.8575578873242,0,Mouse USB Optical VID=046d PID=c077,Unknown,-18.72222921136465,-0.9779596040364631,-0.9574039579626263,-23.48640850634667,-96.38759916929043,Unknown,Unknown,Unknown,-1.0481377236565268,-0.47619265687181545,-0.04008375361080796,0
USB Input Device,046d,c31c,WD,USB\ROOT_HUB#3013,480 Mbps,307,16.986001372546447,51,10391.76662158889,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-48.58593063735911,-1.0619279482074861,-1.0286996699091926,-24.63275975600782,-61.154941581411386,Unknown,Unknown,Unknown,-1.0533802849866647,-2.702742453970672,-0.21702081365738413,0
USB Mass Storage Device,1058,25a2,Arduino,USB\ROOT_HUB#2418,480 Mbps,364,17.34339677204811,86,2180.257320005088,1,WD External HDD VID=1058 PID=25a2,Physical,3138.847621873931,0.987404983320737,0.9890097888533252,493.4799642645401,322.8282139472798,WD External HDD,USB,TRUE,1.154049232456647,-0.29630097208816997,-0.3074057508075948,0
USB Mass Storage Device,2e8a,000a,Raspberry Pi,USB\ROOT_HUB#5577,12 Mbps,96,3.2726056516820887,64,192.13079875282847,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1289.0636245073329,0.9784033948164197,0.9777016523484949,495.2837598806993,1336.6594463550664,Raspberry Pi Pico,USB,TRUE,0.9769906324219192,65.7695899943073,50.49795565475115,1
USB Input Device,046d,c077,Generic,USB\ROOT_HUB#5755,480 Mbps,109,15.118018130800994,88,7834.915482069158,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,24.717901099854313,-1.0412749156967385,-0.9918792601720883,-7.512352337336177,-3.2070127490305667,Unknown,Unknown,Unknown,-0.9698581260737573,154.22673263899486,-0.3004760944690127,0
USB Input Device,16c0,c31c,WD,USB\ROOT_HUB#4786,12 Mbps,184,9.20905277294615,52,10670.85210777208,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,70.40164901553916,-0.9576585243656258,-0.9945561517108301,-17.825530267673845,-13.083668775541305,Unknown,Unknown,Unknown,-0.9961994543811676,171.94879436012664,50.58391030686092,1
USB Input Device,16c0,c31c,Arduino,USB\ROOT_HUB#9434,12 Mbps,96,11.216720676272626,50,10496.886235057227,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,5.55322900753997,-1.0659962557998683,-1.049268164123372,-20.61546885893777,-91.27315782580433,Unknown,Unknown,Unknown,-1.041183602031446,-1.0924936782921635,53.91239530862127,0
USB Mass Storage Device,1058,25a2,Logitech,USB\ROOT_HUB#8088,480 Mbps,442,12.41716129461351,95,13854.337770240962,1,SD Card Reader VID=0bda PID=0129,Physical,2837.0415621928696,1.010698672892896,0.9920126149069765,496.9013163376457,1218.7886473139279,SD Card Reader,USB,TRUE,0.37573560253012706,1.289601586667934,-0.37828584640279095,0
USB Input Device,046d,c077,Generic,USB\ROOT_HUB#9281,5 Gbps,430,10.969128007603027,47,11522.82129586417,0,Mouse USB Optical VID=046d PID=c077,Unknown,-22.937180192574225,-1.0212653650607335,-0.9663724045034999,-19.822519127559374,-77.92324851394352,Unknown,Unknown,Unknown,-1.027199239158958,1.1973011497952872,-0.38881808186482314,0
USB Input Device,046d,c31c,Arduino,USB\ROOT_HUB#5715,480 Mbps,286,17.43187167041651,82,1248.4645378349333,0,Mouse USB Optical VID=046d PID=c077,Unknown,-0.7605855375311503,-1.1083100899676148,-1.0560984464347458,-22.88208167719999,-64.67840908693543,Unknown,Unknown,Unknown,-1.0275223535649438,158.4966577794286,-0.3107593936146953,0
USB Input Device,16c0,c077,SanDisk,USB\ROOT_HUB#8816,12 Mbps,102,14.992170053034213,87,2809.266554414853,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,16.65107401305548,-1.0249785752108638,-0.9965355628259255,-27.63440641147104,-45.42477626348593,Unknown,Unknown,Unknown,-1.0537318439409655,1.3378120687666906,-0.22633313732038973,0
USB Mass Storage Device,1058,25a2,Generic,USB\ROOT_HUB#8507,5 Gbps,406,18.66540395769211,90,12159.219395286666,1,WD External HDD VID=1058 PID=25a2,Physical,2801.5161074013927,1.0272729822281144,0.9909008892252734,499.75339233307716,2567.451544212862,WD External HDD,USB,TRUE,0.8997136526591366,-0.13853267654579415,-0.05319347073836711,0
USB Input Device,16c0,27db,SanDisk,USB\ROOT_HUB#2421,12 Mbps,91,14.227959242572048,60,12741.57874072068,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,31.814760348997133,-1.0387602612410405,-0.9771308522219573,-29.039876230215516,-70.95717839604012,Unknown,Unknown,Unknown,-0.9816317725117508,150.52013026389392,57.21440226166947,0
USB Input Device,16c0,27db,WD,USB\ROOT_HUB#1874,480 Mbps,292,17.072095797828098,54,4304.298414502486,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,3.7669803717732586,-0.9782561129286241,-1.0274389554566663,-24.841746929941483,-40.31507158250077,Unknown,Unknown,Unknown,-1.018736037319667,99.52486810239769,49.53473843367102,0
USB Mass Storage Device,16c0,27db,Arduino,USB\ROOT_HUB#1529,480 Mbps,307,3.5398342311146664,63,433.40986213528504,0,Raspberry Pi Pico VID=2e8a PID=000a,Unknown,11.897558503869835,-0.9577635730598799,-1.0152564027299695,-7.903969364196494,0.0846145529863776,Raspberry Pi Pico,Unknown,TRUE,-1.0027723512588984,68.8973488937643,38.32950808786917,1
USB Mass Storage Device,2e8a,6387,Generic,USB\ROOT_HUB#3758,12 Mbps,97,12.203442741901014,84,-80.12702807811229,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2466.224230771037,1.0043326637423937,0.9803671607934715,497.0678594130421,1496.0032860793865,Raspberry Pi Pico,USB,TRUE,1.1633953846102023,0.4686157263851466,-0.062132328002391546,1
USB Mass Storage Device,058f,6387,SanDisk,USB\ROOT_HUB#6593,480 Mbps,235,11.172855393190774,37,263.07903125068503,1,Generic Flash Disk VID=058f PID=6387,Physical,2089.5133612289696,0.9873514463773893,0.974890702071629,499.2574642892109,1040.5810584111334,Generic Flash Disk,USB,TRUE,0.835964494147576,87.3561202644362,-0.6135826199724019,1
USB Mass Storage Device,046d,25a2,Arduino,USB\ROOT_HUB#1929,5 Gbps,350,3.304022988848637,89,10786.61760101351,1,Mouse USB Optical VID=046d PID=c077,Physical,2516.1951409791645,1.0052751851659742,1.0232683864693508,505.43086116960876,2008.538864380189,WD External HDD,USB,TRUE,-1.0009674479234965,157.85133334922628,-0.3055295016909092,0
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#4574,12 Mbps,103,13.925047854318608,89,2633.3780885417564,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,18.30299891014878,-1.011792063457391,-1.0170637317508004,-10.419996196583371,-58.795197262960464,Unknown,Unknown,Unknown,-0.9859828155172324,63.46929522446787,50.993480943209235,1
USB Input Device,046d,c31c,Logitech,USB\ROOT_HUB#7346,480 Mbps,314,7.800753027998024,88,3132.4890899402094,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,41.899488760538674,-0.9904285107584491,-1.0194680391283855,-16.34281886507784,-19.328389283369123,Unknown,Unknown,Unknown,-1.030051010581863,117.72098586362799,0.16650193133528712,0
USB Mass Storage Device,058f,c077,Raspberry Pi,USB\ROOT_HUB#9083,480 Mbps,91,16.457779874548518,63,61.78130801798238,1,Generic Flash Disk VID=058f PID=6387,Physical,1793.5232696984665,0.9594941294376554,0.9711702242755536,491.48536935703453,-50.10735032596525,Raspberry Pi Pico,USB,TRUE,0.8727526266103947,2.6196505341998604,58.78486715814974,0
USB Mass Storage Device,2e8a,000a,Generic,USB\ROOT_HUB#9937,12 Mbps,89,7.774995310059271,69,365.40047831729396,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2099.1651911613667,0.9682193494231914,1.0069324930328747,503.0022079274467,2346.243513097103,Generic Flash Disk,USB,TRUE,0.3633571446061449,120.59216845049916,21.57074114166262,1
USB Mass Storage Device,0bda,129,Arduino,USB\ROOT_HUB#4357,480 Mbps,264,11.862726383902121,88,12834.104676573746,1,SD Card Reader VID=0bda PID=0129,Physical,2777.175140131115,0.9683521349494196,0.9927127582989791,494.5126305974237,2096.2930238825543,WD External HDD,USB,TRUE,0.2262568686328779,0.38887940941095034,-0.6229151310083254,0
USB Input Device,046d,c31c,Raspberry Pi,USB\ROOT_HUB#3521,5 Gbps,387,8.789122393161469,38,437.9939100876296,0,Mouse USB Optical VID=046d PID=c077,Unknown,-35.575562929092754,-1.0241798082640297,-0.9805552333578864,-21.45003277863534,-96.11345443963074,Unknown,Unknown,Unknown,-1.005910462272632,-2.240998994353162,-0.06643254805618859,0
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#5053,480 Mbps,88,6.261801848266092,67,11594.10851179166,1,Generic Flash Disk VID=058f PID=6387,Physical,799.9369327244019,0.9913970714217245,0.9940182052629402,499.9645967469991,945.9451547881765,Generic Flash Disk,USB,TRUE,0.7840599727861292,36.295155467763806,-0.11314290891645828,1
USB Input Device,046d,c31c,Generic,USB\ROOT_HUB#2275,12 Mbps,342,4.9641371507531185,62,4910.692262956808,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,28.84188369290621,-1.0264632964955314,-1.0532570867718163,-26.29569781335769,-63.35370400765199,Unknown,Unknown,Unknown,-1.0082775258299108,171.63885434193853,48.55154780175885,0
USB Mass Storage Device,058f,6387,WD,USB\ROOT_HUB#1035,12 Mbps,88,4.408742190390505,44,1063.0353839288891,1,Generic Flash Disk VID=058f PID=6387,Physical,2286.6413028317465,0.9737105326810724,0.9995901008193037,507.7603973771747,764.2586478064766,Generic Flash Disk,USB,True,0.25098000136728216,41.98064290221773,21.697846674567888,1
USB Input Device,16c0,27db,Raspberry Pi,USB\ROOT_HUB#7254,12 Mbps,97,16.50070450748961,37,-103.66591746350923,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,13.320957901813234,-1.0333223708943784,-1.045094355122433,-26.677620712789743,-65.22986093788556,Unknown,Unknown,Unknown,-1.0114444533247324,59.563589204075505,-0.2864385012807118,0
USB Input Device,046d,c31c,WD,USB\ROOT_HUB#6893,12 Mbps,451,4.665159514572329,60,8370.975382314007,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-17.211562808460577,-0.9959279888874566,-1.043968744714299,-19.52795112612919,-15.369866713741883,Unknown,Unknown,Unknown,-1.0648282633421517,-0.7915116368376096,-0.05367480954109982,0
USB Mass Storage Device,058f,6387,Logitech,USB\ROOT_HUB#6572,12 Mbps,271,3.4310716969793025,48,142.52139512537906,1,Generic Flash Disk VID=058f PID=6387,Physical,1961.1692067836298,0.971879510747118,1.0145520359722524,489.7376759262359,1653.0497419532805,Generic Flash Disk,USB,TRUE,0.15522592252953318,35.308650358302145,46.17108923137383,1
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#6966,480 Mbps,439,7.321592865889059,70,13698.995533548674,1,Generic Flash Disk VID=058f PID=6387,Physical,1762.933458132995,1.0115313440231,1.0017585411529772,510.2429057849011,2391.6193714859146,Generic Flash Disk,USB,TRUE,1.172110896810884,0.42893130988603756,-0.09034876406496195,1
USB Mass Storage Device,046d,6387,Logitech,USB\ROOT_HUB#1601,12 Mbps,442,7.844469555259789,59,6562.816540922552,1,SD Card Reader VID=0bda PID=0129,Physical,2828.172659650265,0.9531235571427676,1.0038525710745223,503.02154037567084,792.4958287964535,SD Card Reader,USB,TRUE,0.3594618381804897,-0.4783391423342228,16.39935709377647,1
USB Input Device,046d,c077,SanDisk,USB\ROOT_HUB#6602,480 Mbps,258,1.2994237326677727,82,2828.6436457641375,0,Mouse USB Optical VID=046d PID=c077,Unknown,49.34601157480939,-1.058046711924053,-0.9810911779651426,-23.04693815214468,-82.34119733806621,Unknown,Unknown,Unknown,-1.0410172275285896,1.2689595879175295,-0.05589901218056348,0
USB Input Device,046d,c077,SanDisk,USB\ROOT_HUB#7699,12 Mbps,448,15.09997815672132,43,12101.075268810724,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,3.953807602080359,-1.0226070977528106,-1.0406655812214738,-21.37128267871932,-87.32868135331073,Unknown,Unknown,Unknown,-1.030007850668988,68.89285315782699,0.3211082272406267,0
USB Input Device,16c0,27db,SanDisk,USB\ROOT_HUB#9734,12 Mbps,118,19.40030510580466,85,-177.42016253063434,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,31.757047855893568,-1.063977030732207,-1.0201823640143264,-17.711911896438572,-82.042436736618,Unknown,Unknown,Unknown,-0.9806795448484005,51.09089820491285,44.68530652456698,1
USB Input Device,046d,c31c,Logitech,USB\ROOT_HUB#4403,5 Gbps,77,18.18299859644521,38,12443.211065278298,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,45.728023184251946,-1.0430817608283296,-1.042435303780251,-22.97026660662167,-50.42499756122567,Unknown,Unknown,Unknown,-0.9959869076423283,0.38640344837472773,57.243767746009475,0
USB Input Device,046d,c077,WD,USB\ROOT_HUB#2275,12 Mbps,120,19.52764999613012,76,1990.386717158282,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-0.22076113840939637,-1.0374833249778146,-0.9877306066344491,-22.977604807348296,-73.294675173953,Unknown,Unknown,Unknown,-1.0358131465867229,153.61935376386916,28.798698049739905,0
USB Mass Storage Device,1058,129,Raspberry Pi,USB\ROOT_HUB#9919,480 Mbps,423,17.577366819404993,44,6642.589334358886,1,WD External HDD VID=1058 PID=25a2,Physical,1592.5970392748222,1.0080786418115735,1.015132165703838,497.27408333613727,2073.315806153725,WD External HDD,USB,TRUE,1.0026350695963422,2.3387159593831157,-0.3801832117592465,0
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#8249,5 Gbps,294,14.11372222201559,82,12688.181490169187,0,Mouse USB Optical VID=046d PID=c077,Unknown,6.0462025818657255,-1.0030053667992629,-0.9678619050415538,-21.47620309926385,-71.8111534019845,Unknown,Unknown,Unknown,-1.0820623675174228,1.7940963763749487,0.22588042602165115,0
USB Mass Storage Device,058f,6387,WD,USB\ROOT_HUB#6414,12 Mbps,189,6.939468445939566,37,782.2807279191886,1,Generic Flash Disk VID=058f PID=6387,Physical,823.7316074450509,0.9864944394648235,0.9970389251144365,504.3324978375847,1408.7720075846003,Generic Flash Disk,USB,TRUE,0.6759055304088203,48.820875259535455,41.32662856473761,1
USB Mass Storage Device,2e8a,129,SanDisk,USB\ROOT_HUB#9233,480 Mbps,243,6.2606884078346985,58,13183.273874534709,1,SD Card Reader VID=0bda PID=0129,Physical,480.5501931164202,1.0144198035544345,1.0184584174558218,512.2448800132925,2370.7910048431804,Generic Flash Disk,USB,TRUE,0.23599525644835978,-0.29615346824799627,-0.259487924964116,0
USB Mass Storage Device,1058,25a2,Arduino,USB\ROOT_HUB#2386,5 Gbps,184,18.2338780097764,89,3490.65146251231,1,WD External HDD VID=1058 PID=25a2,Physical,2803.850009524617,1.0052313715721723,0.9808562311022284,503.3931698734103,777.0655396205537,WD External HDD,USB,TRUE,0.935994699618762,-1.3883489590243236,-0.5406737862856419,0
USB Mass Storage Device,1058,129,Generic,USB\ROOT_HUB#3393,5 Gbps,237,15.523970017925393,52,2106.2578499987217,1,WD External HDD VID=1058 PID=25a2,Physical,2151.6949777062664,1.0166423946367238,0.9644766801275377,496.727023468612,1327.7360529875482,Raspberry Pi Pico,USB,TRUE,0.7249061884990432,1.9284549325612184,-0.051020479624679815,0
USB Input Device,046d,c077,Generic,USB\ROOT_HUB#9342,480 Mbps,433,12.584310018927125,35,11377.133442059958,0,Mouse USB Optical VID=046d PID=c077,Unknown,-56.25316530430523,-1.0750713775534486,-1.0769770174158442,-17.368438777433727,-67.2141716618906,Unknown,Unknown,Unknown,-1.0577461557523127,-1.8066143470764575,0.12677986927419238,0
USB Mass Storage Device,0bda,129,Arduino,USB\ROOT_HUB#7798,480 Mbps,302,3.158777796537536,84,4531.276067263247,1,SD Card Reader VID=0bda PID=0129,Physical,2057.1022970760255,1.0040253552280614,0.9902121230757331,504.81612405898,2277.2999617460014,SD Card Reader,USB,TRUE,0.2609503251893519,2.203129679740688,0.26798360729574955,0
USB Mass Storage Device,2e8a,000a,Raspberry Pi,USB\ROOT_HUB#3733,12 Mbps,104,13.041097462822401,50,384.4966836861272,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1606.4114362296673,1.006950659681074,0.9845482089997669,498.03192422015405,410.56191543899786,Raspberry Pi Pico,USB,TRUE,1.019162572767336,77.0623348925769,-0.37240649077605104,1
USB Input Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#4668,12 Mbps,118,8.104984859052035,95,6303.0142054291655,0,Raspberry Pi Pico VID=2e8a PID=000a,Unknown,1056.0942798670312,0.9713830959488264,-1.0590839644281198,504.16757643512176,1643.4011672161018,SD Card Reader,USB,TRUE,-0.9840238253588627,-0.9017065205644642,-1.2100043566500722,0
USB Mass Storage Device,0bda,129,Arduino,USB\ROOT_HUB#3741,480 Mbps,195,6.770280164497532,97,8036.833704294122,1,SD Card Reader VID=0bda PID=0129,Physical,1376.5678970259937,1.0024931118396732,0.9719061132862687,498.6532710913867,1112.1575424878347,SD Card Reader,USB,TRUE,0.6876275177531381,1.2976939399524925,-0.5524647292188879,0
USB Mass Storage Device,2e8a,6387,Raspberry Pi,USB\ROOT_HUB#5801,480 Mbps,265,19.350705117553066,63,8561.932310372034,1,SD Card Reader VID=0bda PID=0129,Physical,1466.5780710440927,0.9882361255012637,1.0190947015187684,501.9236951483972,1569.7081092911098,SD Card Reader,USB,TRUE,0.8755368619248058,-0.03404445502241149,-0.8928424294328582,0
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#6432,5 Gbps,320,18.995311808390404,86,6504.942670891562,0,Mouse USB Optical VID=046d PID=c077,Unknown,56.45967997421139,-1.0123445633116295,-0.9949696862336419,-14.15903122561185,-46.57725795622204,Unknown,Unknown,Unknown,-1.0357135882505109,0.009474228260343831,0.14981551950722172,0
USB Mass Storage Device,058f,6387,Logitech,USB\ROOT_HUB#6317,480 Mbps,78,3.177098703326743,36,660.3484859899078,1,Generic Flash Disk VID=058f PID=6387,Physical,2747.132806439976,0.9474101922118352,1.0226138676073473,504.10026029532924,1079.5227478331199,Generic Flash Disk,USB,TRUE,0.25622733005251963,108.86351892546764,0.03651655175714352,1
USB Input Device,046d,c31c,SanDisk,USB\ROOT_HUB#1328,12 Mbps,434,18.16150598865001,58,4379.496981788951,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,33.66075914298568,-0.9279118657430366,-0.9773247440649506,-6.178545373679384,-51.5943992033438,Unknown,Unknown,Unknown,-1.0177601811993102,-1.3195809557539422,0.20849748790346134,0
USB Input Device,046d,c077,Arduino,USB\ROOT_HUB#6619,5 Gbps,262,11.925255689713795,40,61.0718970698731,0,Mouse USB Optical VID=046d PID=c077,Unknown,11.733463848802536,-1.0327196400840308,-0.996167088285976,-11.63833077409982,-79.5492810410207,Unknown,Unknown,Unknown,-1.0094087030099355,-1.7798643460322108,0.0022771572525061012,0
USB Input Device,16c0,27db,Logitech,USB\ROOT_HUB#1540,12 Mbps,171,10.947343646224747,39,12446.602879077966,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,15.835076560618267,-1.0216213584435663,-1.044009648942515,-24.00400052796592,-10.80696493717814,Unknown,Unknown,Unknown,-0.9982854633582305,155.39704792524395,50.65306994144528,1
USB Input Device,16c0,27db,WD,USB\ROOT_HUB#6609,12 Mbps,127,20.408280293772098,50,262.6386735333722,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,33.33320692780735,-1.0369027581922463,-1.0014510498397353,-20.14503986214773,-41.732252379675394,Unknown,Unknown,Unknown,-1.0173715220264434,103.44689572017175,52.47080691391355,1
USB Mass Storage Device,058f,6387,Logitech,USB\ROOT_HUB#9228,12 Mbps,212,7.186049691412654,45,523.9405265819277,1,SD Card Reader VID=0bda PID=0129,Physical,2214.5884561165444,1.024097335970108,0.9627792970870732,497.34442403269384,1831.2587389097375,Generic Flash Disk,USB,TRUE,0.33119938355467027,0.9254408987628097,0.2540124590495987,1
